Run #,tau_0_bas,tau_0_pris,tau_0_pyr,tau_0_twin,tau_1_bas,tau_1_pris,tau_1_pyr,theta_0_bas,theta_0_pris,theta_0_pyr,C45_R2,CND_R2,CRD_R2,CTD_R2,T45_R2,TRD_R2,TTD_R2,mean_R2,Objective Function
118,6.437170977,108.5410849,118.5145342,40.8003357,9.021118486,8.194354162,145.8381018,18.67154955,257.7672999,2298.02,0.783752349,0.898449369,0.792666861,0.907009761,0.850363315,0.543353444,0.948475068,0.817724309,0.051372007
119,6.817441062,111.4512856,123.9853513,40.8003357,9.104127565,8.732890822,145.7442588,25.16578927,270.6190585,2944.46,0.760520104,0.693655602,0.601483491,0.784926258,0.976569616,0.962365261,0.965826187,0.820763788,0.049542475
120,6.626810101,108.4898146,116.4852369,40.74273289,9.021850919,8.648371099,149.6505684,18.76722362,316.5181964,1438.15,0.811762087,0.902559647,0.916555704,0.952913827,0.877304954,0.626601491,0.954224213,0.863131703,0.026761621
121,11.12578012,105.2231632,114.2192721,34.86343175,6.04133669,7.145159075,140.5355917,133.8341344,447.1084154,1112.31,0.857287597,0.908121726,0.960172117,0.979966424,0.907858635,0.820155578,0.950523338,0.912012202,0.008236848
122,17.63698787,105.5551995,135.6672007,40.13656825,3.541786831,10.68746471,148.2139315,32.89509422,447.2159915,1512.25,0.538682507,0.590632729,0.880694552,0.659295303,0.932115853,0.624294083,0.820550406,0.720895062,0.119457775
123,15.66303502,83.26787213,131.4058137,47.32318608,7.039398795,10.26221103,128.0643931,31.93835355,119.8188754,1111.3,0.625622319,0.906430399,0.74881607,0.969961503,-1.002469055,-5.892717558,0.406106467,-0.462607122,1.246500317
124,17.26524758,88.46875715,122.0947585,48.87579156,3.624551766,28.86495766,149.1325246,155.2390326,47.60662242,1999.62,0.842304796,0.892401668,0.8930936,0.94518353,-0.055503291,-2.551053141,0.778111225,0.24921977,0.548013463
125,17.92263676,88.45532921,122.1034562,42.57610437,3.937056535,28.81097124,146.5926604,150.7858396,47.58510719,1999.65,0.842059092,0.867080323,0.91891955,0.912829085,0.118056515,-2.145359944,0.836284944,0.335695652,0.465087968
126,14.85151446,111.2132448,122.2783246,38.44892042,12.93011368,29.37650111,147.3746853,54.94941634,283.5066758,2019.7,-0.58185928,0.227630999,0.550647951,0.236319703,-1.327357075,-8.283951596,-0.890264019,-1.438404759,2.216694744
127,15.89452964,99.28252079,138.6459144,36.90775921,16.23216602,8.936888685,145.5756466,14.93736172,224.5334554,1304.78,0.778385676,0.829487057,0.932539602,0.860938294,0.806936459,0.474931606,0.956890785,0.805729926,0.058813943
128,14.04217594,94.60593576,110.648661,35.02059968,15.60764477,2.146547646,154.2153048,98.52460517,470.8325322,1882.67,0.729917904,0.853307866,0.896813274,0.870131836,0.382544917,-0.775413127,0.884899825,0.548886071,0.266194103
129,15.89076066,99.28679332,111.5884642,37.29343099,15.23190661,8.830243381,110.4646372,98.50141146,470.8325322,1868.02,0.737882737,0.967620143,0.966821607,0.913652723,0.979885678,0.845655104,0.899020074,0.901505438,0.011403654
130,7.020370794,106.8552682,125.8159762,43.9532311,6.598962387,9.85819791,122.5238422,169.648127,488.1092546,2774.56,0.874007835,0.856332315,0.964886389,0.888539126,0.916003443,0.942365286,0.944925376,0.91243711,0.008118923
131,6.633951324,104.0427253,125.5962463,45.07705806,6.596032654,13.82354467,128.7197681,191.8155184,487.628748,2775.14,0.853703061,0.798888541,0.959934151,0.851733305,0.938706297,0.957682732,0.946027235,0.900953617,0.011583088
132,7.436743725,96.83802548,124.2481117,25.38261997,12.53655299,4.474601358,125.8312352,21.15037766,481.6833753,2631.83,0.374949815,0.935954268,0.568433499,0.882102059,-0.09372251,-4.35741694,0.561327639,-0.161196024,0.948740373
133,7.596429389,80.72327764,111.8681621,48.74914168,1.441901274,8.166475929,112.980087,68.78736553,364.5831998,1754.56,-0.469786153,0.482640132,0.217381865,0.669329297,-3.603051118,-16.91442278,-0.982314068,-2.942888975,3.717996954
134,11.91548028,92.2932784,112.4499886,35.86099031,11.34708171,24.25398642,116.9329366,118.1290913,293.0164034,1255.8,0.742780236,0.92748584,0.952590617,0.967100898,0.957139387,0.350157326,0.861051677,0.82261514,0.048439725
135,11.94464027,80.83558404,124.0540169,48.50728618,11.40299077,23.05876249,119.4956893,120.074464,293.0092317,1369.91,0.869754234,0.959167157,0.929546474,0.987589049,0.385397105,-1.333751326,0.914565257,0.530323993,0.283026905
136,6.722819867,102.1841764,131.2510872,39.85465782,1.160158694,16.59986267,156.863508,186.57084,49.2059205,2944.27,0.590487901,0.730272197,0.392830096,0.846524701,0.31332356,-2.085118865,0.775573838,0.223413347,0.57291114
137,6.628595407,82.03494316,129.9844358,38.24902724,1.285160601,21.65024796,156.8688487,186.7158007,41.76882582,2995.06,-0.627287924,0.887968767,0.277765247,0.819045571,-3.109503038,-18.10907177,-0.742768405,-2.943407365,3.718514668
138,13.22391089,81.89578088,122.9691005,40.4009308,4.940733959,2.738185702,149.4621195,91.74044404,200.2140841,1487.86,0.255341068,0.88456198,0.636831785,0.926622369,-2.785985632,-12.50860406,-0.424627827,-1.859408616,2.636468424
139,12.27135119,105.1560235,110.8413825,33.5351339,8.441519799,12.90002289,136.6659037,194.6364538,252.2163729,1169.74,0.701988691,0.941441377,0.958999796,0.947451091,0.930222564,0.576328095,0.83185969,0.841184472,0.037893758
140,9.001464866,97.65224689,110.0064088,32.08285649,7.55039292,5.532204166,133.3218891,157.8483253,159.5072862,1164.19,0.741722861,0.769115161,0.862614893,0.94611478,0.268458971,-1.744083445,0.764071099,0.372573474,0.430014645
141,8.920332647,104.471809,124.1670863,35.87701228,7.292332341,10.7441062,132.7252613,88.9282063,362.4603647,1234.56,0.80557485,0.940988986,0.946967877,0.953995572,0.956776229,0.901987,0.95529963,0.923084306,0.00542902
142,9.267673762,96.57434958,136.2046235,32.79659724,9.386602579,10.78747234,119.718471,99.85244526,263.1604486,2124.99,0.678024828,0.834580062,0.871710364,0.847380832,0.713969486,-0.069410784,0.937125378,0.687625738,0.146027779
143,15.17088579,106.0239567,116.548867,37.11985962,16.07811093,6.625650416,120.0350958,44.99931334,262.9094377,1797.1,0.740407424,0.938012632,0.954212837,0.899522702,0.979242869,0.871973536,0.900101313,0.897639045,0.012687818
144,15.34485389,96.05127031,117.9816892,37.19768063,16.11351186,20.66477455,123.1090257,84.06622416,252.4673838,1702.89,0.475842589,0.85877527,0.905356909,0.790320136,0.857740725,-0.048437335,0.65745061,0.642435558,0.18379482
145,8.37878996,109.5176623,113.7262531,27.15800717,7.515968566,29.72874037,127.2846571,178.3660639,479.3597314,2083.48,-0.084109921,0.795223905,0.69459525,0.653683294,-0.976492335,-5.714152044,-0.432924833,-0.723453812,1.505223098
146,16.09051652,100.4013123,111.6420233,35.4009308,1.823987182,15.79227893,135.9342336,196.6775006,406.2653544,2955.35,0.558256313,0.742257277,0.850244854,0.726989772,0.973719996,0.924453048,0.885195081,0.808730906,0.056919678
147,14.81838712,90.40482185,126.9851225,35.34561685,7.10702678,1.285420005,130.2624552,122.158999,479.5677119,2919.22,0.748049278,0.842169979,0.870116602,0.904418064,-0.706457264,-4.198226899,0.471563278,-0.152623852,0.940300097
148,6.457206073,108.6466773,118.5145342,40.7286183,9.019165332,8.220462348,145.6427863,143.9176013,256.8493172,2295.74,0.768895234,0.791775077,0.919211607,0.824620113,0.955527971,0.961599429,0.950389386,0.881716974,0.018618144
149,16.37219806,108.4635691,111.0354772,40.73662928,9.021606775,9.663935302,120.5004959,17.55825132,318.1318379,1438.15,0.833860598,0.968019489,0.984446333,0.9685855,0.945779361,0.699818957,0.862842724,0.894764709,0.013682823
